country,year,sex,age,suicides_no,population,suicidesPer100k,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Antigua and Barbuda,1985,male,55-74 years,0.00,2723,0.00,Antigua and Barbuda1985,,"240,923,926",3850,G.I. Generation
Antigua and Barbuda,1985,male,75+ years,0.00,424,0.00,Antigua and Barbuda1985,,"240,923,926",3850,G.I. Generation
Antigua and Barbuda,1986,female,15-24 years,0.00,7668,0.00,Antigua and Barbuda1986,,"290,440,148",4740,Generation X
Antigua and Barbuda,1986,female,25-34 years,0.00,6209,0.00,Antigua and Barbuda1986,,"290,440,148",4740,Boomers
Antigua and Barbuda,1986,female,35-54 years,0.00,6101,0.00,Antigua and Barbuda1986,,"290,440,148",4740,Silent
Antigua and Barbuda,1986,female,5-14 years,0.00,6907,0.00,Antigua and Barbuda1986,,"290,440,148",4740,Generation X
Antigua and Barbuda,1986,female,55-74 years,0.00,3764,0.00,Antigua and Barbuda1986,,"290,440,148",4740,G.I. Generation
Antigua and Barbuda,1986,female,75+ years,0.00,1014,0.00,Antigua and Barbuda1986,,"290,440,148",4740,G.I. Generation
Antigua and Barbuda,1986,male,15-24 years,0.00,7563,0.00,Antigua and Barbuda1986,,"290,440,148",4740,Generation X
Antigua and Barbuda,1986,male,25-34 years,0.00,6023,0.00,Antigua and Barbuda1986,,"290,440,148",4740,Boomers
Antigua and Barbuda,1986,male,35-54 years,0.00,5947,0.00,Antigua and Barbuda1986,,"290,440,148",4740,Silent
Antigua and Barbuda,1986,male,5-14 years,0.00,6827,0.00,Antigua and Barbuda1986,,"290,440,148",4740,Generation X
Antigua and Barbuda,1986,male,55-74 years,0.00,2771,0.00,Antigua and Barbuda1986,,"290,440,148",4740,G.I. Generation
Antigua and Barbuda,1986,male,75+ years,0.00,476,0.00,Antigua and Barbuda1986,,"290,440,148",4740,G.I. Generation
Antigua and Barbuda,1987,female,15-24 years,0.00,7583,0.00,Antigua and Barbuda1987,,"337,174,852",5595,Generation X
Antigua and Barbuda,1987,female,25-34 years,0.00,6101,0.00,Antigua and Barbuda1987,,"337,174,852",5595,Boomers
Antigua and Barbuda,1987,female,35-54 years,0.00,6059,0.00,Antigua and Barbuda1987,,"337,174,852",5595,Silent
Antigua and Barbuda,1987,female,5-14 years,0.00,6623,0.00,Antigua and Barbuda1987,,"337,174,852",5595,Generation X
Antigua and Barbuda,1987,female,55-74 years,0.00,3738,0.00,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation
Antigua and Barbuda,1987,female,75+ years,0.00,1081,0.00,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation
Antigua and Barbuda,1987,male,15-24 years,0.00,7421,0.00,Antigua and Barbuda1987,,"337,174,852",5595,Generation X
Antigua and Barbuda,1987,male,25-34 years,0.00,5893,0.00,Antigua and Barbuda1987,,"337,174,852",5595,Boomers
Antigua and Barbuda,1987,male,35-54 years,0.00,5927,0.00,Antigua and Barbuda1987,,"337,174,852",5595,Silent
Antigua and Barbuda,1987,male,5-14 years,0.00,6499,0.00,Antigua and Barbuda1987,,"337,174,852",5595,Generation X
Antigua and Barbuda,1987,male,55-74 years,0.00,2798,0.00,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation
Antigua and Barbuda,1987,male,75+ years,0.00,538,0.00,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation
Antigua and Barbuda,1988,female,15-24 years,0.00,7413,0.00,Antigua and Barbuda1988,,"398,637,741",6693,Generation X
Antigua and Barbuda,1988,female,25-34 years,0.00,6041,0.00,Antigua and Barbuda1988,,"398,637,741",6693,Boomers
Antigua and Barbuda,1988,female,35-54 years,0.00,6021,0.00,Antigua and Barbuda1988,,"398,637,741",6693,Silent
Antigua and Barbuda,1988,female,5-14 years,0.00,6527,0.00,Antigua and Barbuda1988,,"398,637,741",6693,Generation X
Antigua and Barbuda,1988,female,55-74 years,0.00,3708,0.00,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation
Antigua and Barbuda,1988,female,75+ years,0.00,1141,0.00,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation
Antigua and Barbuda,1988,male,15-24 years,0.00,7209,0.00,Antigua and Barbuda1988,,"398,637,741",6693,Generation X
Antigua and Barbuda,1988,male,25-34 years,0.00,5826,0.00,Antigua and Barbuda1988,,"398,637,741",6693,Boomers
Antigua and Barbuda,1988,male,35-54 years,0.00,5907,0.00,Antigua and Barbuda1988,,"398,637,741",6693,Silent
Antigua and Barbuda,1988,male,5-14 years,0.00,6355,0.00,Antigua and Barbuda1988,,"398,637,741",6693,Generation X
Antigua and Barbuda,1988,male,55-74 years,0.00,2813,0.00,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation
Antigua and Barbuda,1988,male,75+ years,0.00,603,0.00,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation
Antigua and Barbuda,1989,female,15-24 years,0.00,7152,0.00,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
Antigua and Barbuda,1989,female,25-34 years,0.00,6059,0.00,Antigua and Barbuda1989,,"438,794,778",7407,Boomers
Antigua and Barbuda,1989,female,35-54 years,0.00,5969,0.00,Antigua and Barbuda1989,,"438,794,778",7407,Silent
Antigua and Barbuda,1989,female,5-14 years,0.00,6621,0.00,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
Antigua and Barbuda,1989,female,55-74 years,0.00,3696,0.00,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
Antigua and Barbuda,1989,female,75+ years,0.00,1195,0.00,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
Antigua and Barbuda,1989,male,15-24 years,0.00,6927,0.00,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
Antigua and Barbuda,1989,male,25-34 years,0.00,5835,0.00,Antigua and Barbuda1989,,"438,794,778",7407,Boomers
Antigua and Barbuda,1989,male,35-54 years,0.00,5862,0.00,Antigua and Barbuda1989,,"438,794,778",7407,Silent
Antigua and Barbuda,1989,male,5-14 years,0.00,6403,0.00,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
Antigua and Barbuda,1989,male,55-74 years,0.00,2843,0.00,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
Antigua and Barbuda,1989,male,75+ years,0.00,676,0.00,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
Antigua and Barbuda,1990,male,35-54 years,1.00,5799,17.24,Antigua and Barbuda1990,,"459,469,074",7744,Silent
Antigua and Barbuda,1990,female,15-24 years,0.00,6827,0.00,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
Antigua and Barbuda,1990,female,25-34 years,0.00,6172,0.00,Antigua and Barbuda1990,,"459,469,074",7744,Boomers
Antigua and Barbuda,1990,female,35-54 years,0.00,5895,0.00,Antigua and Barbuda1990,,"459,469,074",7744,Silent
Antigua and Barbuda,1990,female,5-14 years,0.00,6877,0.00,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
Antigua and Barbuda,1990,female,55-74 years,0.00,3706,0.00,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
Antigua and Barbuda,1990,female,75+ years,0.00,1252,0.00,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
Antigua and Barbuda,1990,male,15-24 years,0.00,6598,0.00,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
Antigua and Barbuda,1990,male,25-34 years,0.00,5937,0.00,Antigua and Barbuda1990,,"459,469,074",7744,Boomers
Antigua and Barbuda,1990,male,5-14 years,0.00,6611,0.00,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
Antigua and Barbuda,1990,male,55-74 years,0.00,2902,0.00,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
Antigua and Barbuda,1990,male,75+ years,0.00,758,0.00,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
Antigua and Barbuda,1991,female,15-24 years,0.00,6595,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Generation X
Antigua and Barbuda,1991,female,25-34 years,0.00,6396,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
Antigua and Barbuda,1991,female,35-54 years,0.00,6198,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
Antigua and Barbuda,1991,female,5-14 years,0.00,7089,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Millenials
Antigua and Barbuda,1991,female,55-74 years,0.00,3665,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Silent
Antigua and Barbuda,1991,female,75+ years,0.00,1293,0.00,Antigua and Barbuda1991,,"481,706,333",7976,G.I. Generation
Antigua and Barbuda,1991,male,15-24 years,0.00,6401,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Generation X
Antigua and Barbuda,1991,male,25-34 years,0.00,6156,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
Antigua and Barbuda,1991,male,35-54 years,0.00,6122,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
Antigua and Barbuda,1991,male,5-14 years,0.00,6818,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Millenials
Antigua and Barbuda,1991,male,55-74 years,0.00,2857,0.00,Antigua and Barbuda1991,,"481,706,333",7976,Silent
Antigua and Barbuda,1991,male,75+ years,0.00,804,0.00,Antigua and Barbuda1991,,"481,706,333",7976,G.I. Generation
Antigua and Barbuda,1992,female,15-24 years,0.00,6369,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Generation X
Antigua and Barbuda,1992,female,25-34 years,0.00,6650,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
Antigua and Barbuda,1992,female,35-54 years,0.00,6534,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
Antigua and Barbuda,1992,female,5-14 years,0.00,7311,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Millenials
Antigua and Barbuda,1992,female,55-74 years,0.00,3648,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Silent
Antigua and Barbuda,1992,female,75+ years,0.00,1339,0.00,Antigua and Barbuda1992,,"499,281,148",8087,G.I. Generation
Antigua and Barbuda,1992,male,15-24 years,0.00,6221,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Generation X
Antigua and Barbuda,1992,male,25-34 years,0.00,6409,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
Antigua and Barbuda,1992,male,35-54 years,0.00,6497,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
Antigua and Barbuda,1992,male,5-14 years,0.00,7059,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Millenials
Antigua and Barbuda,1992,male,55-74 years,0.00,2851,0.00,Antigua and Barbuda1992,,"499,281,148",8087,Silent
Antigua and Barbuda,1992,male,75+ years,0.00,853,0.00,Antigua and Barbuda1992,,"499,281,148",8087,G.I. Generation
Antigua and Barbuda,1993,male,25-34 years,1.00,6668,15.00,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
Antigua and Barbuda,1993,female,15-24 years,0.00,6182,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Generation X
Antigua and Barbuda,1993,female,25-34 years,0.00,6914,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
Antigua and Barbuda,1993,female,35-54 years,0.00,6917,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
Antigua and Barbuda,1993,female,5-14 years,0.00,7529,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Millenials
Antigua and Barbuda,1993,female,55-74 years,0.00,3662,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Silent
Antigua and Barbuda,1993,female,75+ years,0.00,1386,0.00,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation
Antigua and Barbuda,1993,male,15-24 years,0.00,6069,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Generation X
Antigua and Barbuda,1993,male,35-54 years,0.00,6915,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
Antigua and Barbuda,1993,male,5-14 years,0.00,7298,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Millenials
Antigua and Barbuda,1993,male,55-74 years,0.00,2879,0.00,Antigua and Barbuda1993,,"535,172,778",8453,Silent
Antigua and Barbuda,1993,male,75+ years,0.00,896,0.00,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation
Antigua and Barbuda,1994,female,15-24 years,0.00,6083,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Generation X
Antigua and Barbuda,1994,female,25-34 years,0.00,7151,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
Antigua and Barbuda,1994,female,35-54 years,0.00,7357,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
Antigua and Barbuda,1994,female,5-14 years,0.00,7722,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Millenials
Antigua and Barbuda,1994,female,55-74 years,0.00,3715,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Silent
Antigua and Barbuda,1994,female,75+ years,0.00,1437,0.00,Antigua and Barbuda1994,,"589,429,593",9062,G.I. Generation
Antigua and Barbuda,1994,male,15-24 years,0.00,5976,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Generation X
Antigua and Barbuda,1994,male,25-34 years,0.00,6886,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
Antigua and Barbuda,1994,male,35-54 years,0.00,7359,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
Antigua and Barbuda,1994,male,5-14 years,0.00,7494,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Millenials
Antigua and Barbuda,1994,male,55-74 years,0.00,2935,0.00,Antigua and Barbuda1994,,"589,429,593",9062,Silent
Antigua and Barbuda,1994,male,75+ years,0.00,929,0.00,Antigua and Barbuda1994,,"589,429,593",9062,G.I. Generation
Antigua and Barbuda,1995,female,15-24 years,0.00,6099,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
Antigua and Barbuda,1995,female,25-34 years,0.00,7333,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
Antigua and Barbuda,1995,female,35-54 years,0.00,7851,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Boomers
Antigua and Barbuda,1995,female,5-14 years,0.00,7885,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Millenials
Antigua and Barbuda,1995,female,55-74 years,0.00,3808,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Silent
Antigua and Barbuda,1995,female,75+ years,0.00,1488,0.00,Antigua and Barbuda1995,,"577,280,741",8636,G.I. Generation
Antigua and Barbuda,1995,male,15-24 years,0.00,5953,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
Antigua and Barbuda,1995,male,25-34 years,0.00,7023,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
Antigua and Barbuda,1995,male,35-54 years,0.00,7809,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Boomers
Antigua and Barbuda,1995,male,5-14 years,0.00,7632,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Millenials
Antigua and Barbuda,1995,male,55-74 years,0.00,3021,0.00,Antigua and Barbuda1995,,"577,280,741",8636,Silent
Antigua and Barbuda,1995,male,75+ years,0.00,944,0.00,Antigua and Barbuda1995,,"577,280,741",8636,G.I. Generation
Antigua and Barbuda,1998,female,15-24 years,0.00,6529,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
Antigua and Barbuda,1998,female,25-34 years,0.00,8332,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
Antigua and Barbuda,1998,female,35-54 years,0.00,9615,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Boomers
Antigua and Barbuda,1998,female,5-14 years,0.00,8183,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Millenials
Antigua and Barbuda,1998,female,55-74 years,0.00,3921,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Silent
Antigua and Barbuda,1998,female,75+ years,0.00,1476,0.00,Antigua and Barbuda1998,,"727,860,593",10078,G.I. Generation
Antigua and Barbuda,1998,male,15-24 years,0.00,5916,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
Antigua and Barbuda,1998,male,25-34 years,0.00,7294,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
Antigua and Barbuda,1998,male,35-54 years,0.00,9086,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Boomers
Antigua and Barbuda,1998,male,5-14 years,0.00,7706,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Millenials
Antigua and Barbuda,1998,male,55-74 years,0.00,3213,0.00,Antigua and Barbuda1998,,"727,860,593",10078,Silent
Antigua and Barbuda,1998,male,75+ years,0.00,954,0.00,Antigua and Barbuda1998,,"727,860,593",10078,G.I. Generation
Antigua and Barbuda,1999,female,15-24 years,0.00,6589,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
Antigua and Barbuda,1999,female,25-34 years,0.00,8526,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
Antigua and Barbuda,1999,female,35-54 years,0.00,10311,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Boomers
Antigua and Barbuda,1999,female,5-14 years,0.00,8314,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Millenials
Antigua and Barbuda,1999,female,55-74 years,0.00,3968,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Silent
Antigua and Barbuda,1999,female,75+ years,0.00,1451,0.00,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation
Antigua and Barbuda,1999,male,15-24 years,0.00,5845,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
Antigua and Barbuda,1999,male,25-34 years,0.00,7263,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
Antigua and Barbuda,1999,male,35-54 years,0.00,9537,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Boomers
Antigua and Barbuda,1999,male,5-14 years,0.00,7805,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Millenials
Antigua and Barbuda,1999,male,55-74 years,0.00,3276,0.00,Antigua and Barbuda1999,,"766,198,926",10378,Silent
Antigua and Barbuda,1999,male,75+ years,0.00,947,0.00,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation
Antigua and Barbuda,2000,male,55-74 years,1.00,3333,30.00,Antigua and Barbuda2000,,"830,158,778",11021,Silent
Antigua and Barbuda,2000,male,35-54 years,1.00,10033,9.97,Antigua and Barbuda2000,,"830,158,778",11021,Boomers
Antigua and Barbuda,2000,female,15-24 years,0.00,6616,0.00,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
Antigua and Barbuda,2000,female,25-34 years,0.00,8595,0.00,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
Antigua and Barbuda,2000,female,35-54 years,0.00,11040,0.00,Antigua and Barbuda2000,,"830,158,778",11021,Boomers
Antigua and Barbuda,2000,female,5-14 years,0.00,8439,0.00,Antigua and Barbuda2000,,"830,158,778",11021,Millenials
Antigua and Barbuda,2000,female,55-74 years,0.00,3986,0.00,Antigua and Barbuda2000,,"830,158,778",11021,Silent
Antigua and Barbuda,2000,female,75+ years,0.00,1413,0.00,Antigua and Barbuda2000,,"830,158,778",11021,G.I. Generation
Antigua and Barbuda,2000,male,15-24 years,0.00,5783,0.00,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
Antigua and Barbuda,2000,male,25-34 years,0.00,7177,0.00,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
Antigua and Barbuda,2000,male,5-14 years,0.00,7973,0.00,Antigua and Barbuda2000,,"830,158,778",11021,Millenials
Antigua and Barbuda,2000,male,75+ years,0.00,938,0.00,Antigua and Barbuda2000,,"830,158,778",11021,G.I. Generation
Antigua and Barbuda,2001,male,35-54 years,2.00,10281,19.45,Antigua and Barbuda2001,,"800,740,259",10468,Boomers
Antigua and Barbuda,2001,female,15-24 years,0.00,6902,0.00,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
Antigua and Barbuda,2001,female,25-34 years,0.00,8425,0.00,Antigua and Barbuda2001,,"800,740,259",10468,Generation X
Antigua and Barbuda,2001,female,35-54 years,0.00,11402,0.00,Antigua and Barbuda2001,,"800,740,259",10468,Boomers
Antigua and Barbuda,2001,female,5-14 years,0.00,8428,0.00,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
Antigua and Barbuda,2001,female,55-74 years,0.00,4037,0.00,Antigua and Barbuda2001,,"800,740,259",10468,Silent
Antigua and Barbuda,2001,female,75+ years,0.00,1487,0.00,Antigua and Barbuda2001,,"800,740,259",10468,Silent
Antigua and Barbuda,2001,male,15-24 years,0.00,6084,0.00,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
